file_path,label
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\3Xoz87_SUdw_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\b7etZ94Mhrw_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\b7etZ94Mhrw_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\b7etZ94Mhrw_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\b7etZ94Mhrw_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\yRtQVxM3svk_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\yRtQVxM3svk_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\yRtQVxM3svk_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\yRtQVxM3svk_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\G18Nt0ZeEJQ_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\G18Nt0ZeEJQ_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\G18Nt0ZeEJQ_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\G18Nt0ZeEJQ_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\aa_468eUE1o_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\aa_468eUE1o_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\aa_468eUE1o_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\aa_468eUE1o_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\p8JdHfqN4Sw_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\p8JdHfqN4Sw_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\p8JdHfqN4Sw_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\p8JdHfqN4Sw_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\-sSVQrnvyIk_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\-sSVQrnvyIk_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\-sSVQrnvyIk_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\-sSVQrnvyIk_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\PP3kNqPM434_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\PP3kNqPM434_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\PP3kNqPM434_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\PP3kNqPM434_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\hO8KCJPZK3I_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\hO8KCJPZK3I_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\hO8KCJPZK3I_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\hO8KCJPZK3I_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\C0rhAhtX1hg_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\C0rhAhtX1hg_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\C0rhAhtX1hg_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\C0rhAhtX1hg_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\7K4kLUy6Kqo_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\7K4kLUy6Kqo_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\7K4kLUy6Kqo_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\7K4kLUy6Kqo_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\8Pw7Uw2ttcc_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\8Pw7Uw2ttcc_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\8Pw7Uw2ttcc_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\8Pw7Uw2ttcc_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\iSHfnvy5mkA_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\iSHfnvy5mkA_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\iSHfnvy5mkA_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\iSHfnvy5mkA_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\GqTExeZqXzw_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\GqTExeZqXzw_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\GqTExeZqXzw_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\GqTExeZqXzw_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\NMGDC9hN5qc_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\NMGDC9hN5qc_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\NMGDC9hN5qc_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\NMGDC9hN5qc_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\SoQH4LRrHfI_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\SoQH4LRrHfI_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\SoQH4LRrHfI_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\SoQH4LRrHfI_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\0_gyUQkLCY8_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\0_gyUQkLCY8_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\0_gyUQkLCY8_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\0_gyUQkLCY8_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\nal-U7S8BME_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\nal-U7S8BME_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\nal-U7S8BME_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\nal-U7S8BME_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\KaDNaBWcn-w_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\KaDNaBWcn-w_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\KaDNaBWcn-w_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\KaDNaBWcn-w_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\dV80AR58Y5Q_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\dV80AR58Y5Q_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\dV80AR58Y5Q_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\dV80AR58Y5Q_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\Uqj2GGPVo2E_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\Uqj2GGPVo2E_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\Uqj2GGPVo2E_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\Uqj2GGPVo2E_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\8KLDKzOulAw_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\8KLDKzOulAw_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\8KLDKzOulAw_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\8KLDKzOulAw_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\p9nbp0Oo1U0_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\p9nbp0Oo1U0_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\p9nbp0Oo1U0_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\p9nbp0Oo1U0_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\lUXp8RLkv_8_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\lUXp8RLkv_8_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\lUXp8RLkv_8_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\lUXp8RLkv_8_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\clC3ld6rJVU_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\clC3ld6rJVU_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\clC3ld6rJVU_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\clC3ld6rJVU_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\-3bGlOhRkAo_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\-3bGlOhRkAo_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\-3bGlOhRkAo_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\-3bGlOhRkAo_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\A8P5zzHCjJw_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\A8P5zzHCjJw_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\A8P5zzHCjJw_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\A8P5zzHCjJw_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\qVblmvSkQ3w_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\qVblmvSkQ3w_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\qVblmvSkQ3w_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\qVblmvSkQ3w_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\PEQuEDgLuDk_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\PEQuEDgLuDk_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\PEQuEDgLuDk_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\PEQuEDgLuDk_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\fThwUtp9sWU_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\fThwUtp9sWU_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\fThwUtp9sWU_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\fThwUtp9sWU_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\jBhXmVgGfTw_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\jBhXmVgGfTw_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\jBhXmVgGfTw_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\jBhXmVgGfTw_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\zUcJanqZoO8_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\zUcJanqZoO8_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\zUcJanqZoO8_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\zUcJanqZoO8_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\DbaGhZj6lAM_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\DbaGhZj6lAM_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\DbaGhZj6lAM_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\DbaGhZj6lAM_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\gRT-1VDZ2cw_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\gRT-1VDZ2cw_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\gRT-1VDZ2cw_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\gRT-1VDZ2cw_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\sQECoyVteT4_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\sQECoyVteT4_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\sQECoyVteT4_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\sQECoyVteT4_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\lLFTdmM7nSE_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\lLFTdmM7nSE_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\lLFTdmM7nSE_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\lLFTdmM7nSE_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\_XPPISqmXSE_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\_XPPISqmXSE_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\_XPPISqmXSE_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\_XPPISqmXSE_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\b8aC8b8iJIY_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\b8aC8b8iJIY_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\b8aC8b8iJIY_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\b8aC8b8iJIY_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\bBGcQ2-W768_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\bBGcQ2-W768_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\bBGcQ2-W768_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\bBGcQ2-W768_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\X0ML02sw2d8_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\X0ML02sw2d8_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\X0ML02sw2d8_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\X0ML02sw2d8_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\xCUDDVSlyvs_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\xCUDDVSlyvs_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\xCUDDVSlyvs_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\xCUDDVSlyvs_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\Pdd2UAQu28g_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\Pdd2UAQu28g_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\Pdd2UAQu28g_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\Pdd2UAQu28g_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\hTCJ91oPxVU_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\hTCJ91oPxVU_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\hTCJ91oPxVU_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\hTCJ91oPxVU_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\714_cN51H7U_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\714_cN51H7U_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\714_cN51H7U_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\714_cN51H7U_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\a6v9tIEQRXE_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\a6v9tIEQRXE_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\a6v9tIEQRXE_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\a6v9tIEQRXE_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\25oh2YZKY6o_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\25oh2YZKY6o_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\25oh2YZKY6o_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\25oh2YZKY6o_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\iJ-Yf2qIHPQ_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\iJ-Yf2qIHPQ_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\iJ-Yf2qIHPQ_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\iJ-Yf2qIHPQ_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\rQcecqZtGvE_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\rQcecqZtGvE_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\rQcecqZtGvE_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\rQcecqZtGvE_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\KDXBLO8Cb7I_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\KDXBLO8Cb7I_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\KDXBLO8Cb7I_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\KDXBLO8Cb7I_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\YsxXIExMnEU_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\YsxXIExMnEU_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\YsxXIExMnEU_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\YsxXIExMnEU_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\8M51aCH70Z8_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\8M51aCH70Z8_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\8M51aCH70Z8_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\8M51aCH70Z8_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\1CouJesdH7M_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\1CouJesdH7M_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\1CouJesdH7M_out_speed_change.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\1CouJesdH7M_out_add_noise.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\f3ZutqBqIxo_out_time_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\f3ZutqBqIxo_out_pitch_shift.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\f3ZutqBqIxo_out_speed_change.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\f3ZutqBqIxo_out_add_noise.wav,yes
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\aomaneVgUs0_out_time_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\aomaneVgUs0_out_pitch_shift.wav,no
D:\Ashraf\NCI\Semester 3\Code\augmented_data_new\aomaneVgUs0_out_speed_change.wav,no
